time,ws_bytes,priv_bytes
2026-09-22T00:09:30,378671104,395120640
2026-09-22T00:10:00,379219968,395677696
2026-09-22T00:10:30,379490304,395952128
2026-09-22T00:11:00,381079552,397430784
2026-09-22T00:11:30,381771776,398168064
2026-09-22T00:12:00,382140416,398450688
2026-09-22T00:12:30,382681088,398999552
2026-09-22T00:13:00,383410176,399679488
2026-09-22T00:13:30,383676416,399953920
2026-09-22T00:14:00,384208896,400502784
2026-09-22T00:14:30,384765952,401018880
2026-09-22T00:15:00,EXITED,EXITED
